task_key,strategy_profile,strategy_profile_version,query_family,query_kind,query_pass,platform,lane,career_lane,lane_label,allocation_percent,profile,priority,initial_order,career_priority,execution_rank,query,remote_required,age_days,sort_mode,enabled,resume_variant,search_url,phase,max_results
T542BBACA3EB171D7D8,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,compact_boolean,indeed_compact_boolean,indeed,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,52001,"""data integrity"" OR ""data validation"" records",True,7,newest,True,healthcare_data_quality,https://www.indeed.com/jobs?q=%22data+integrity%22+OR+%22data+validation%22+records&l=Remote&fromage=7&sort=date,B_REMAINING_CORE_RECENT,
TE91A617BC18E176C98,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,exact_phrase,indeed_exact_phrase,indeed,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61001,"""patient access specialist""",True,7,newest,True,enrollment_operations,https://www.indeed.com/jobs?q=%22patient+access+specialist%22&l=Remote&fromage=7&sort=date,B_REMAINING_CORE_RECENT,
T5511EDFC24778A957D,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,exact_phrase,indeed_exact_phrase,indeed,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61002,"""eligibility specialist healthcare""",True,7,newest,True,enrollment_operations,https://www.indeed.com/jobs?q=%22eligibility+specialist+healthcare%22&l=Remote&fromage=7&sort=date,B_REMAINING_CORE_RECENT,
T00C795C9D78BB33C62,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,compact_boolean,indeed_compact_boolean,indeed,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,62001,"""patient enrollment"" OR ""eligibility specialist""",True,7,newest,True,enrollment_operations,https://www.indeed.com/jobs?q=%22patient+enrollment%22+OR+%22eligibility+specialist%22&l=Remote&fromage=7&sort=date,B_REMAINING_CORE_RECENT,
TDFFDB8412D6A8C678D,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,exact_phrase,indeed_exact_phrase,indeed,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71001,"""Spanish content reviewer""",True,7,newest,True,content_quality,https://www.indeed.com/jobs?q=%22Spanish+content+reviewer%22&l=Remote&fromage=7&sort=date,B_REMAINING_CORE_RECENT,
TFED134828C463F7DE2,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,exact_phrase,indeed_exact_phrase,indeed,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71002,"""bilingual language reviewer""",True,7,newest,True,content_quality,https://www.indeed.com/jobs?q=%22bilingual+language+reviewer%22&l=Remote&fromage=7&sort=date,B_REMAINING_CORE_RECENT,
TCEF468A8F33DF1DDC4,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,compact_boolean,indeed_compact_boolean,indeed,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,72001,"""Spanish content reviewer"" OR ""AI evaluator""",True,7,newest,True,content_quality,https://www.indeed.com/jobs?q=%22Spanish+content+reviewer%22+OR+%22AI+evaluator%22&l=Remote&fromage=7&sort=date,B_REMAINING_CORE_RECENT,
T8FBEC8342971EF010C,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,narrow_title,glassdoor_narrow_title,glassdoor,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,41001,academic records coordinator,True,7,newest,True,higher_ed_records,"https://www.glassdoor.com/Job/remote-academic-records-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,35.htm",B_REMAINING_CORE_RECENT,
TE8BE66DEB60E4E1305,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,narrow_title,glassdoor_narrow_title,glassdoor,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,41002,registrar specialist,True,7,newest,True,higher_ed_records,"https://www.glassdoor.com/Job/remote-registrar-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,27.htm",B_REMAINING_CORE_RECENT,
T1EB90F8175AC698CAA,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,narrow_title,glassdoor_narrow_title,glassdoor,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,41003,EdTech learning operations coordinator,True,7,newest,True,higher_ed_records,"https://www.glassdoor.com/Job/remote-edtech-learning-operations-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,45.htm",B_REMAINING_CORE_RECENT,
T4304CD2369B3F0D3B2,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,narrow_title,glassdoor_narrow_title,glassdoor,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,51001,data integrity specialist,True,7,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-data-integrity-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,32.htm",B_REMAINING_CORE_RECENT,
TD306C55A5DE1F5E7F5,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,narrow_title,glassdoor_narrow_title,glassdoor,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,51002,data validation coordinator,True,7,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-data-validation-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,34.htm",B_REMAINING_CORE_RECENT,
TD6D3791537D9645FA5,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,narrow_title,glassdoor_narrow_title,glassdoor,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,51003,records quality specialist,True,7,newest,True,healthcare_data_quality,"https://www.glassdoor.com/Job/remote-records-quality-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,33.htm",B_REMAINING_CORE_RECENT,
T8D7481AF140FCC59CA,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61001,patient access specialist,True,7,newest,True,enrollment_operations,"https://www.glassdoor.com/Job/remote-patient-access-specialist-jobs-SRCH_IL.0,6_IS11047_KO7,32.htm",B_REMAINING_CORE_RECENT,
T41EF5FA7789A011249,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61002,eligibility coordinator healthcare,True,7,newest,True,enrollment_operations,"https://www.glassdoor.com/Job/remote-eligibility-coordinator-healthcare-jobs-SRCH_IL.0,6_IS11047_KO7,41.htm",B_REMAINING_CORE_RECENT,
T073185264AFF63FE37,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,narrow_title,glassdoor_narrow_title,glassdoor,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61003,patient enrollment coordinator,True,7,newest,True,enrollment_operations,"https://www.glassdoor.com/Job/remote-patient-enrollment-coordinator-jobs-SRCH_IL.0,6_IS11047_KO7,37.htm",B_REMAINING_CORE_RECENT,
TF2D5B9CAEE64A4DD43,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,narrow_title,glassdoor_narrow_title,glassdoor,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71001,Spanish content reviewer,True,7,newest,True,content_quality,"https://www.glassdoor.com/Job/remote-spanish-content-reviewer-jobs-SRCH_IL.0,6_IS11047_KO7,31.htm",B_REMAINING_CORE_RECENT,
T84DF2B78415DE789C9,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,narrow_title,glassdoor_narrow_title,glassdoor,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71002,bilingual language quality analyst,True,7,newest,True,content_quality,"https://www.glassdoor.com/Job/remote-bilingual-language-quality-analyst-jobs-SRCH_IL.0,6_IS11047_KO7,41.htm",B_REMAINING_CORE_RECENT,
TB2EACF47A7B35337A9,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,narrow_title,glassdoor_narrow_title,glassdoor,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71003,AI content evaluator Spanish,True,7,newest,True,content_quality,"https://www.glassdoor.com/Job/remote-ai-content-evaluator-spanish-jobs-SRCH_IL.0,6_IS11047_KO7,35.htm",B_REMAINING_CORE_RECENT,
T013D41840A9F3D169D,jobbot-broad-qualified-yield,2026-09-22.1,provider_lifecycle_credentialing_data,intent,linkedin_intent,linkedin,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,1,1,0,11001,"provider lifecycle, credentialing, enrollment and provider data maintenance roles at health plans",True,30,newest,True,enrollment_operations,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=provider+lifecycle%2C+credentialing%2C+enrollment+and+provider+data+maintenance+roles+at+health+plans&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T7AF9EACD715A4AAF9E,jobbot-broad-qualified-yield,2026-09-22.1,provider_lifecycle_credentialing_data,intent,linkedin_intent,linkedin,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,1,1,0,11002,healthcare credentialing operations including provider onboarding and roster maintenance,True,30,newest,True,enrollment_operations,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=healthcare+credentialing+operations+including+provider+onboarding+and+roster+maintenance&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
TC896B3C581DF69170C,jobbot-broad-qualified-yield,2026-09-22.1,provider_lifecycle_credentialing_data,title_family,linkedin_title_family,linkedin,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,1,1,0,12001,"""provider enrollment"" OR ""provider credentialing"" specialist coordinator",True,30,newest,True,enrollment_operations,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=%22provider+enrollment%22+OR+%22provider+credentialing%22+specialist+coordinator&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
TA7B1EFD1526FF0FF63,jobbot-broad-qualified-yield,2026-09-22.1,provider_lifecycle_credentialing_data,title_family,linkedin_title_family,linkedin,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,1,1,0,12002,"""provider data"" credentialing roster specialist",True,30,newest,True,enrollment_operations,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=%22provider+data%22+credentialing+roster+specialist&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
TFF406822BE1F509EB5,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_quality_data_documentation_compliance,intent,linkedin_intent,linkedin,HEALTHCARE_QUALITY_DATA,HEALTHCARE_QUALITY_DATA,Healthcare quality / data / analytics,20,P1-healthcare-quality-data,2,2,1,21001,nonclinical healthcare quality documentation audit and compliance operations,True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=nonclinical+healthcare+quality+documentation+audit+and+compliance+operations&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T052A20962C1C15BF8B,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_quality_data_documentation_compliance,intent,linkedin_intent,linkedin,HEALTHCARE_QUALITY_DATA,HEALTHCARE_QUALITY_DATA,Healthcare quality / data / analytics,20,P1-healthcare-quality-data,2,2,1,21002,health information records accuracy data quality and documentation review,True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=health+information+records+accuracy+data+quality+and+documentation+review&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
TBCEF1F9EFD4B6337A8,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_quality_data_documentation_compliance,title_family,linkedin_title_family,linkedin,HEALTHCARE_QUALITY_DATA,HEALTHCARE_QUALITY_DATA,Healthcare quality / data / analytics,20,P1-healthcare-quality-data,2,2,1,22001,"""healthcare quality"" OR ""documentation quality"" specialist coordinator",True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=%22healthcare+quality%22+OR+%22documentation+quality%22+specialist+coordinator&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T0CBD26988C71DD9976,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_quality_data_documentation_compliance,title_family,linkedin_title_family,linkedin,HEALTHCARE_QUALITY_DATA,HEALTHCARE_QUALITY_DATA,Healthcare quality / data / analytics,20,P1-healthcare-quality-data,2,2,1,22002,"""health information"" records compliance quality specialist",True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=%22health+information%22+records+compliance+quality+specialist&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T1810A49007E10A4AD1,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_project_implementation_program_support,intent,linkedin_intent,linkedin,HEALTHCARE_IMPLEMENTATION,HEALTHCARE_IMPLEMENTATION,Healthcare implementation / project / program,10,P1-healthcare-implementation-project,3,3,1,31001,healthcare implementation and project coordination workflow support,True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=healthcare+implementation+and+project+coordination+workflow+support&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
TA554AA9347330A3ED1,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_project_implementation_program_support,intent,linkedin_intent,linkedin,HEALTHCARE_IMPLEMENTATION,HEALTHCARE_IMPLEMENTATION,Healthcare implementation / project / program,10,P1-healthcare-implementation-project,3,3,1,31002,healthcare program operations project tracking and implementation support,True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=healthcare+program+operations+project+tracking+and+implementation+support&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T7770CCA1FD6F9A6E39,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_project_implementation_program_support,title_family,linkedin_title_family,linkedin,HEALTHCARE_IMPLEMENTATION,HEALTHCARE_IMPLEMENTATION,Healthcare implementation / project / program,10,P1-healthcare-implementation-project,3,3,1,32001,"""healthcare project coordinator"" OR ""implementation coordinator""",True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=%22healthcare+project+coordinator%22+OR+%22implementation+coordinator%22&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T71E78EAF40B7EFCA56,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_project_implementation_program_support,title_family,linkedin_title_family,linkedin,HEALTHCARE_IMPLEMENTATION,HEALTHCARE_IMPLEMENTATION,Healthcare implementation / project / program,10,P1-healthcare-implementation-project,3,3,1,32002,healthcare program implementation operations specialist,True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=healthcare+program+implementation+operations+specialist&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
TDFA6E29CA8D9CB84AF,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,intent,linkedin_intent,linkedin,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,41001,higher education academic records transcript evaluation and registrar operations,True,45,newest,True,higher_ed_records,https://www.linkedin.com/jobs/search/?f_TPR=r3888000&f_WT=2&keywords=higher+education+academic+records+transcript+evaluation+and+registrar+operations&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T04E07AB19293A5ED6C,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,intent,linkedin_intent,linkedin,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,41002,university back-office enrollment records application processing and learning operations,True,45,newest,True,higher_ed_records,https://www.linkedin.com/jobs/search/?f_TPR=r3888000&f_WT=2&keywords=university+back-office+enrollment+records+application+processing+and+learning+operations&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T6DAAC7764CF113AE1A,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,title_family,linkedin_title_family,linkedin,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,42001,"""academic records"" OR registrar coordinator university",True,45,newest,True,higher_ed_records,https://www.linkedin.com/jobs/search/?f_TPR=r3888000&f_WT=2&keywords=%22academic+records%22+OR+registrar+coordinator+university&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T39D72422F4B28EDC8B,jobbot-broad-qualified-yield,2026-09-22.1,higher_ed_academic_back_office,title_family,linkedin_title_family,linkedin,HIGHER_ED_EDTECH,HIGHER_ED_EDTECH,Higher education / EdTech operations hedge,15,P2-higher-ed-edtech,4,4,2,42002,"""transcript evaluator"" OR ""application processor"" higher education",True,45,newest,True,higher_ed_records,https://www.linkedin.com/jobs/search/?f_TPR=r3888000&f_WT=2&keywords=%22transcript+evaluator%22+OR+%22application+processor%22+higher+education&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T5EDF95F61B0CEA2BC4,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,intent,linkedin_intent,linkedin,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,51001,records accuracy data validation and documentation operations,True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=records+accuracy+data+validation+and+documentation+operations&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
TB2D244B0214DEC1BBB,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,intent,linkedin_intent,linkedin,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,51002,"process operations focused on reconciliation, records integrity and data quality",True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=process+operations+focused+on+reconciliation%2C+records+integrity+and+data+quality&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T41B5F9DC8204AC0D3A,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,title_family,linkedin_title_family,linkedin,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,52001,"""data integrity specialist"" OR ""data validation specialist""",True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=%22data+integrity+specialist%22+OR+%22data+validation+specialist%22&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T664D2D1CE28E040A06,jobbot-broad-qualified-yield,2026-09-22.1,bounded_transferable_records_data_process_ops,title_family,linkedin_title_family,linkedin,FALLBACK_TRANSFERABLE,FALLBACK_TRANSFERABLE,Fallback transferable data / operations,0,P1-transferable-data-ops,5,5,4,52002,"""records operations"" documentation quality coordinator",True,30,newest,True,healthcare_data_quality,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=%22records+operations%22+documentation+quality+coordinator&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T17431C5904F4F66036,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,intent,linkedin_intent,linkedin,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61001,patient access eligibility and enrollment processing documentation operations,True,30,newest,True,enrollment_operations,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=patient+access+eligibility+and+enrollment+processing+documentation+operations&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T453D6583845B7DABD2,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,intent,linkedin_intent,linkedin,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,61002,healthcare benefits verification patient registration and enrollment workflow support,True,30,newest,True,enrollment_operations,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=healthcare+benefits+verification+patient+registration+and+enrollment+workflow+support&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T52A44018A4EB0264BA,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,title_family,linkedin_title_family,linkedin,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,62001,"""patient access specialist"" OR ""eligibility specialist"" healthcare",True,30,newest,True,enrollment_operations,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=%22patient+access+specialist%22+OR+%22eligibility+specialist%22+healthcare&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T96C5BB291D1A9A7FA5,jobbot-broad-qualified-yield,2026-09-22.1,backoffice_patient_access_eligibility_enrollment,title_family,linkedin_title_family,linkedin,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,6,6,0,62002,"""patient enrollment coordinator"" registration verification",True,30,newest,True,enrollment_operations,https://www.linkedin.com/jobs/search/?f_TPR=r2592000&f_WT=2&keywords=%22patient+enrollment+coordinator%22+registration+verification&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T8FA547084A0902C944,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,intent,linkedin_intent,linkedin,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71001,bilingual English Spanish content quality review and language evaluation,True,21,newest,True,content_quality,https://www.linkedin.com/jobs/search/?f_TPR=r1814400&f_WT=2&keywords=bilingual+English+Spanish+content+quality+review+and+language+evaluation&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T4C71BD909DFF79A0F5,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,intent,linkedin_intent,linkedin,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,71002,Spanish language AI evaluator rubric-based content quality review,True,21,newest,True,content_quality,https://www.linkedin.com/jobs/search/?f_TPR=r1814400&f_WT=2&keywords=Spanish+language+AI+evaluator+rubric-based+content+quality+review&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T5A887232A172D79C8C,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,title_family,linkedin_title_family,linkedin,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,72001,"""Spanish content reviewer"" OR ""Spanish language reviewer""",True,21,newest,True,content_quality,https://www.linkedin.com/jobs/search/?f_TPR=r1814400&f_WT=2&keywords=%22Spanish+content+reviewer%22+OR+%22Spanish+language+reviewer%22&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T5C18B3AAC4F6480E33,jobbot-broad-qualified-yield,2026-09-22.1,bilingual_ai_content_quality,title_family,linkedin_title_family,linkedin,CONTENT_AI_QUALITY,CONTENT_AI_QUALITY,Content / bilingual / AI quality opportunistic,5,P3-content-ai-quality,7,7,3,72002,"""AI evaluator"" bilingual content quality analyst",True,21,newest,True,content_quality,https://www.linkedin.com/jobs/search/?f_TPR=r1814400&f_WT=2&keywords=%22AI+evaluator%22+bilingual+content+quality+analyst&location=United+States&sortBy=DD,C_DEEP_BACKFILL,
T61CA1FC9F169F2674A,jobbot-broad-qualified-yield,2026-09-22.1,provider_lifecycle_credentialing_data,exact_phrase,indeed_exact_phrase,indeed,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,1,1,0,11001,"""provider enrollment specialist""",True,30,newest,True,enrollment_operations,https://www.indeed.com/jobs?q=%22provider+enrollment+specialist%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
T7783230213AC02A80A,jobbot-broad-qualified-yield,2026-09-22.1,provider_lifecycle_credentialing_data,exact_phrase,indeed_exact_phrase,indeed,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,1,1,0,11002,"""credentialing coordinator""",True,30,newest,True,enrollment_operations,https://www.indeed.com/jobs?q=%22credentialing+coordinator%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
TF4B9430EFA720E96C7,jobbot-broad-qualified-yield,2026-09-22.1,provider_lifecycle_credentialing_data,compact_boolean,indeed_compact_boolean,indeed,HEALTHCARE_OPS_ACCESS,HEALTHCARE_OPS_ACCESS,Healthcare operations / access,35,P0-healthcare-operations-access,1,1,0,12001,"""provider roster"" OR ""provider data""",True,30,newest,True,enrollment_operations,https://www.indeed.com/jobs?q=%22provider+roster%22+OR+%22provider+data%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
TD0980B0F079743A23F,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_quality_data_documentation_compliance,exact_phrase,indeed_exact_phrase,indeed,HEALTHCARE_QUALITY_DATA,HEALTHCARE_QUALITY_DATA,Healthcare quality / data / analytics,20,P1-healthcare-quality-data,2,2,1,21001,"""healthcare quality specialist""",True,30,newest,True,healthcare_data_quality,https://www.indeed.com/jobs?q=%22healthcare+quality+specialist%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
T268E34E15343757249,jobbot-broad-qualified-yield,2026-09-22.1,healthcare_quality_data_documentation_compliance,exact_phrase,indeed_exact_phrase,indeed,HEALTHCARE_QUALITY_DATA,HEALTHCARE_QUALITY_DATA,Healthcare quality / data / analytics,20,P1-healthcare-quality-data,2,2,1,21002,"""medical records specialist""",True,30,newest,True,healthcare_data_quality,https://www.indeed.com/jobs?q=%22medical+records+specialist%22&l=Remote&fromage=30&sort=date,C_DEEP_BACKFILL,
